tree_ID,family,block,endo_trt,rust_trt
1504,ENDO-159,4,Control,Yes
1505,ENDO-157,4,Control,Yes
1506,ENDO-157,4,Control,Yes
1507,ENDO-157,4,Control,Yes
1508,ENDO-157,4,Control,Yes
1509,ENDO-156,4,Control,Yes
1510,ENDO-156,4,Control,Yes
1511,ENDO-156,4,Control,Yes
1512,ENDO-156,4,Control,Yes
1513,ENDO-156,4,Control,Yes
1514,ENDO-157,1,FFE,No
1515,ENDO-157,1,FFE,No
1516,ENDO-157,1,FFE,No
1517,ENDO-157,1,FFE,No
1518,ENDO-155,1,FFE,No
1519,ENDO-155,1,FFE,No
1520,ENDO-155,1,FFE,No
1521,ENDO-155,1,FFE,No
1522,ENDO-155,1,FFE,No
1523,ENDO-155,1,FFE,No
1524,ENDO-155,1,FFE,No
1525,ENDO-156,1,FFE,No
1526,ENDO-156,1,FFE,No
1527,ENDO-156,1,FFE,No
1528,ENDO-156,1,FFE,No
1529,ENDO-156,1,FFE,No
1530,ENDO-158,1,FFE,No
1531,ENDO-158,1,FFE,No
1532,ENDO-158,1,FFE,No
1533,ENDO-158,1,FFE,No
1534,ENDO-158,1,FFE,No
1535,ENDO-158,1,FFE,No
1536,ENDO-158,1,FFE,No
1537,ENDO-160,1,FFE,No
1538,ENDO-160,1,FFE,No
1539,ENDO-160,1,FFE,No
1540,ENDO-160,1,FFE,No
1541,ENDO-160,1,FFE,No
1542,ENDO-159,1,FFE,No
1543,ENDO-159,1,FFE,No
1544,ENDO-159,1,FFE,No
1545,ENDO-159,1,FFE,No
1546,ENDO-158,2,FFE,No
1547,ENDO-158,2,FFE,No
1548,ENDO-158,2,FFE,No
1549,ENDO-158,2,FFE,No
1550,ENDO-158,2,FFE,No
1551,ENDO-158,2,FFE,No
1552,ENDO-158,2,FFE,No
1553,ENDO-160,2,FFE,No
1554,ENDO-160,2,FFE,No
1555,ENDO-160,2,FFE,No
1556,ENDO-160,2,FFE,No
1557,ENDO-155,2,FFE,No
1558,ENDO-155,2,FFE,No
1559,ENDO-155,2,FFE,No
1560,ENDO-155,2,FFE,No
1561,ENDO-155,2,FFE,No
1562,ENDO-155,2,FFE,No
1563,ENDO-155,2,FFE,No
1564,ENDO-156,2,FFE,No
1565,ENDO-156,2,FFE,No
1566,ENDO-156,2,FFE,No
1567,ENDO-156,2,FFE,No
1568,ENDO-156,2,FFE,No
1569,ENDO-159,2,FFE,No
1570,ENDO-159,2,FFE,No
1571,ENDO-159,2,FFE,No
1572,ENDO-159,2,FFE,No
1573,ENDO-159,2,FFE,No
1574,ENDO-157,2,FFE,No
1575,ENDO-157,2,FFE,No
1576,ENDO-157,2,FFE,No
1577,ENDO-157,2,FFE,No
1578,ENDO-160,3,FFE,No
1579,ENDO-160,3,FFE,No
1580,ENDO-160,3,FFE,No
1581,ENDO-160,3,FFE,No
1582,ENDO-160,3,FFE,No
1583,ENDO-159,3,FFE,No
1584,ENDO-159,3,FFE,No
1585,ENDO-159,3,FFE,No
1586,ENDO-159,3,FFE,No
1587,ENDO-157,3,FFE,No
1588,ENDO-157,3,FFE,No
1589,ENDO-157,3,FFE,No
1590,ENDO-157,3,FFE,No
1591,ENDO-156,3,FFE,No
1592,ENDO-156,3,FFE,No
1593,ENDO-156,3,FFE,No
1594,ENDO-156,3,FFE,No
1595,ENDO-156,3,FFE,No
1596,ENDO-156,3,FFE,No
1597,ENDO-158,3,FFE,No
1598,ENDO-158,3,FFE,No
1599,ENDO-158,3,FFE,No
1600,ENDO-158,3,FFE,No
1601,ENDO-158,3,FFE,No
1602,ENDO-158,3,FFE,No
1603,ENDO-155,3,FFE,No
1604,ENDO-155,3,FFE,No
1605,ENDO-155,3,FFE,No
1606,ENDO-155,3,FFE,No
1607,ENDO-155,3,FFE,No
1608,ENDO-155,3,FFE,No
1609,ENDO-155,3,FFE,No
1610,ENDO-156,4,FFE,No
1611,ENDO-156,4,FFE,No
1612,ENDO-156,4,FFE,No
1613,ENDO-156,4,FFE,No
1614,ENDO-156,4,FFE,No
1615,ENDO-156,4,FFE,No
1616,ENDO-157,4,FFE,No
1617,ENDO-157,4,FFE,No
1618,ENDO-157,4,FFE,No
1619,ENDO-157,4,FFE,No
1620,ENDO-157,4,FFE,No
1621,ENDO-155,4,FFE,No
1622,ENDO-155,4,FFE,No
1623,ENDO-155,4,FFE,No
1624,ENDO-155,4,FFE,No
1625,ENDO-155,4,FFE,No
1626,ENDO-155,4,FFE,No
1627,ENDO-159,4,FFE,No
1628,ENDO-159,4,FFE,No
1629,ENDO-159,4,FFE,No
1630,ENDO-159,4,FFE,No
1631,ENDO-159,4,FFE,No
1632,ENDO-158,4,FFE,No
1633,ENDO-158,4,FFE,No
1634,ENDO-158,4,FFE,No
1635,ENDO-158,4,FFE,No
1636,ENDO-158,4,FFE,No
1637,ENDO-158,4,FFE,No
1638,ENDO-160,4,FFE,No
1639,ENDO-160,4,FFE,No
1640,ENDO-160,4,FFE,No
1641,ENDO-160,4,FFE,No
1642,ENDO-159,1,EMF,No
1643,ENDO-159,1,EMF,No
1644,ENDO-159,1,EMF,No
1645,ENDO-159,1,EMF,No
1646,ENDO-159,1,EMF,No
1647,ENDO-157,1,EMF,No
1648,ENDO-157,1,EMF,No
1649,ENDO-157,1,EMF,No
1650,ENDO-157,1,EMF,No
1651,ENDO-157,1,EMF,No
1652,ENDO-160,1,EMF,No
1653,ENDO-160,1,EMF,No
1654,ENDO-160,1,EMF,No
1655,ENDO-160,1,EMF,No
1656,ENDO-155,1,EMF,No
1657,ENDO-155,1,EMF,No
1658,ENDO-155,1,EMF,No
1659,ENDO-155,1,EMF,No
1660,ENDO-155,1,EMF,No
1661,ENDO-155,1,EMF,No
1662,ENDO-155,1,EMF,No
1663,ENDO-156,1,EMF,No
1664,ENDO-156,1,EMF,No
1665,ENDO-156,1,EMF,No
1666,ENDO-156,1,EMF,No
1667,ENDO-156,1,EMF,No
1668,ENDO-158,1,EMF,No
1669,ENDO-158,1,EMF,No
1670,ENDO-158,1,EMF,No
1671,ENDO-158,1,EMF,No
1672,ENDO-158,1,EMF,No
1673,ENDO-158,1,EMF,No
1674,ENDO-159,2,EMF,No
1675,ENDO-159,2,EMF,No
1676,ENDO-159,2,EMF,No
1677,ENDO-159,2,EMF,No
1678,ENDO-159,2,EMF,No
1679,ENDO-156,2,EMF,No
1680,ENDO-156,2,EMF,No
1681,ENDO-156,2,EMF,No
1682,ENDO-156,2,EMF,No
1683,ENDO-156,2,EMF,No
1684,ENDO-157,2,EMF,No
1685,ENDO-157,2,EMF,No
1686,ENDO-157,2,EMF,No
1687,ENDO-157,2,EMF,No
1688,ENDO-160,2,EMF,No
1689,ENDO-160,2,EMF,No
1690,ENDO-160,2,EMF,No
1691,ENDO-160,2,EMF,No
1692,ENDO-155,2,EMF,No
1693,ENDO-155,2,EMF,No
1694,ENDO-155,2,EMF,No
1695,ENDO-155,2,EMF,No
1696,ENDO-155,2,EMF,No
1697,ENDO-155,2,EMF,No
1698,ENDO-155,2,EMF,No
1699,ENDO-158,2,EMF,No
1700,ENDO-158,2,EMF,No
1701,ENDO-158,2,EMF,No
1702,ENDO-158,2,EMF,No
1703,ENDO-158,2,EMF,No
1704,ENDO-158,2,EMF,No
1705,ENDO-158,2,EMF,No
1706,ENDO-156,3,EMF,No
1707,ENDO-156,3,EMF,No
1708,ENDO-156,3,EMF,No
1709,ENDO-156,3,EMF,No
1710,ENDO-156,3,EMF,No
1711,ENDO-156,3,EMF,No
1712,ENDO-157,3,EMF,No
1713,ENDO-157,3,EMF,No
1714,ENDO-157,3,EMF,No
1715,ENDO-157,3,EMF,No
1716,ENDO-155,3,EMF,No
1717,ENDO-155,3,EMF,No
1718,ENDO-155,3,EMF,No
1719,ENDO-155,3,EMF,No
1720,ENDO-155,3,EMF,No
1721,ENDO-155,3,EMF,No
1722,ENDO-155,3,EMF,No
1723,ENDO-160,3,EMF,No
1724,ENDO-160,3,EMF,No
1725,ENDO-160,3,EMF,No
1726,ENDO-160,3,EMF,No
1727,ENDO-160,3,EMF,No
1728,ENDO-158,3,EMF,No
1729,ENDO-158,3,EMF,No
1730,ENDO-158,3,EMF,No
1731,ENDO-158,3,EMF,No
1732,ENDO-158,3,EMF,No
1733,ENDO-158,3,EMF,No
1734,ENDO-159,3,EMF,No
1735,ENDO-159,3,EMF,No
1736,ENDO-159,3,EMF,No
1737,ENDO-159,3,EMF,No
1738,ENDO-156,4,EMF,No
1739,ENDO-156,4,EMF,No
1740,ENDO-156,4,EMF,No
1741,ENDO-156,4,EMF,No
1742,ENDO-156,4,EMF,No
1743,ENDO-157,4,EMF,No
1744,ENDO-157,4,EMF,No
1745,ENDO-157,4,EMF,No
1746,ENDO-157,4,EMF,No
1747,ENDO-155,4,EMF,No
1748,ENDO-155,4,EMF,No
1749,ENDO-155,4,EMF,No
1750,ENDO-155,4,EMF,No
1751,ENDO-155,4,EMF,No
1752,ENDO-155,4,EMF,No
1753,ENDO-155,4,EMF,No
1754,ENDO-160,4,EMF,No
1755,ENDO-160,4,EMF,No
1756,ENDO-160,4,EMF,No
1757,ENDO-160,4,EMF,No
1758,ENDO-160,4,EMF,No
1759,ENDO-159,4,EMF,No
1760,ENDO-159,4,EMF,No
1761,ENDO-159,4,EMF,No
1762,ENDO-159,4,EMF,No
1763,ENDO-158,4,EMF,No
1764,ENDO-158,4,EMF,No
1765,ENDO-158,4,EMF,No
1766,ENDO-158,4,EMF,No
1767,ENDO-158,4,EMF,No
1768,ENDO-158,4,EMF,No
1769,ENDO-158,4,EMF,No
1770,ENDO-155,1,FFE+EMF,No
1771,ENDO-155,1,FFE+EMF,No
1772,ENDO-155,1,FFE+EMF,No
1773,ENDO-155,1,FFE+EMF,No
1774,ENDO-155,1,FFE+EMF,No
1775,ENDO-155,1,FFE+EMF,No
1776,ENDO-155,1,FFE+EMF,No
1777,ENDO-159,1,FFE+EMF,No
1778,ENDO-159,1,FFE+EMF,No
1779,ENDO-159,1,FFE+EMF,No
1780,ENDO-159,1,FFE+EMF,No
1781,ENDO-158,1,FFE+EMF,No
1782,ENDO-158,1,FFE+EMF,No
1783,ENDO-158,1,FFE+EMF,No
1784,ENDO-158,1,FFE+EMF,No
1785,ENDO-158,1,FFE+EMF,No
1786,ENDO-158,1,FFE+EMF,No
1787,ENDO-160,1,FFE+EMF,No
1788,ENDO-160,1,FFE+EMF,No
1789,ENDO-160,1,FFE+EMF,No
1790,ENDO-160,1,FFE+EMF,No
1791,ENDO-160,1,FFE+EMF,No
1792,ENDO-157,1,FFE+EMF,No
1793,ENDO-157,1,FFE+EMF,No
1794,ENDO-157,1,FFE+EMF,No
1795,ENDO-157,1,FFE+EMF,No
1796,ENDO-157,1,FFE+EMF,No
1797,ENDO-156,1,FFE+EMF,No
1798,ENDO-156,1,FFE+EMF,No
1799,ENDO-156,1,FFE+EMF,No
1800,ENDO-156,1,FFE+EMF,No
1801,ENDO-156,1,FFE+EMF,No
1802,ENDO-157,2,FFE+EMF,No
1803,ENDO-157,2,FFE+EMF,No
1804,ENDO-157,2,FFE+EMF,No
1805,ENDO-157,2,FFE+EMF,No
1806,ENDO-160,2,FFE+EMF,No
1807,ENDO-160,2,FFE+EMF,No
1808,ENDO-160,2,FFE+EMF,No
1809,ENDO-160,2,FFE+EMF,No
1810,ENDO-155,2,FFE+EMF,No
1811,ENDO-155,2,FFE+EMF,No
1812,ENDO-155,2,FFE+EMF,No
1813,ENDO-155,2,FFE+EMF,No
1814,ENDO-155,2,FFE+EMF,No
1815,ENDO-155,2,FFE+EMF,No
1816,ENDO-155,2,FFE+EMF,No
1817,ENDO-159,2,FFE+EMF,No
1818,ENDO-159,2,FFE+EMF,No
1819,ENDO-159,2,FFE+EMF,No
1820,ENDO-159,2,FFE+EMF,No
1821,ENDO-159,2,FFE+EMF,No
1822,ENDO-156,2,FFE+EMF,No
1823,ENDO-156,2,FFE+EMF,No
1824,ENDO-156,2,FFE+EMF,No
1825,ENDO-156,2,FFE+EMF,No
1826,ENDO-156,2,FFE+EMF,No
1827,ENDO-158,2,FFE+EMF,No
1828,ENDO-158,2,FFE+EMF,No
1829,ENDO-158,2,FFE+EMF,No
1830,ENDO-158,2,FFE+EMF,No
1831,ENDO-158,2,FFE+EMF,No
1832,ENDO-158,2,FFE+EMF,No
1833,ENDO-158,2,FFE+EMF,No
1834,ENDO-157,3,FFE+EMF,No
1835,ENDO-157,3,FFE+EMF,No
1836,ENDO-157,3,FFE+EMF,No
1837,ENDO-157,3,FFE+EMF,No
1838,ENDO-155,3,FFE+EMF,No
1839,ENDO-155,3,FFE+EMF,No
1840,ENDO-155,3,FFE+EMF,No
1841,ENDO-155,3,FFE+EMF,No
1842,ENDO-155,3,FFE+EMF,No
1843,ENDO-155,3,FFE+EMF,No
1844,ENDO-155,3,FFE+EMF,No
1845,ENDO-156,3,FFE+EMF,No
1846,ENDO-156,3,FFE+EMF,No
1847,ENDO-156,3,FFE+EMF,No
1848,ENDO-156,3,FFE+EMF,No
1849,ENDO-156,3,FFE+EMF,No
1850,ENDO-159,3,FFE+EMF,No
1851,ENDO-159,3,FFE+EMF,No
1852,ENDO-159,3,FFE+EMF,No
1853,ENDO-159,3,FFE+EMF,No
1854,ENDO-159,3,FFE+EMF,No
1855,ENDO-158,3,FFE+EMF,No
1856,ENDO-158,3,FFE+EMF,No
1857,ENDO-158,3,FFE+EMF,No
1858,ENDO-158,3,FFE+EMF,No
1859,ENDO-158,3,FFE+EMF,No
1860,ENDO-158,3,FFE+EMF,No
1861,ENDO-158,3,FFE+EMF,No
1862,ENDO-160,3,FFE+EMF,No
1863,ENDO-160,3,FFE+EMF,No
1864,ENDO-160,3,FFE+EMF,No
1865,ENDO-160,3,FFE+EMF,No
1866,ENDO-160,4,FFE+EMF,No
1867,ENDO-160,4,FFE+EMF,No
1868,ENDO-160,4,FFE+EMF,No
1869,ENDO-160,4,FFE+EMF,No
1870,ENDO-160,4,FFE+EMF,No
1871,ENDO-156,4,FFE+EMF,No
1872,ENDO-156,4,FFE+EMF,No
1873,ENDO-156,4,FFE+EMF,No
1874,ENDO-156,4,FFE+EMF,No
1875,ENDO-156,4,FFE+EMF,No
1876,ENDO-156,4,FFE+EMF,No
1877,ENDO-158,4,FFE+EMF,No
1878,ENDO-158,4,FFE+EMF,No
1879,ENDO-158,4,FFE+EMF,No
1880,ENDO-158,4,FFE+EMF,No
1881,ENDO-158,4,FFE+EMF,No
1882,ENDO-158,4,FFE+EMF,No
1883,ENDO-155,4,FFE+EMF,No
1884,ENDO-155,4,FFE+EMF,No
1885,ENDO-155,4,FFE+EMF,No
1886,ENDO-155,4,FFE+EMF,No
1887,ENDO-155,4,FFE+EMF,No
1888,ENDO-155,4,FFE+EMF,No
1889,ENDO-155,4,FFE+EMF,No
1890,ENDO-157,4,FFE+EMF,No
1891,ENDO-157,4,FFE+EMF,No
1892,ENDO-157,4,FFE+EMF,No
1893,ENDO-157,4,FFE+EMF,No
1894,ENDO-159,4,FFE+EMF,No
1895,ENDO-159,4,FFE+EMF,No
1896,ENDO-159,4,FFE+EMF,No
1897,ENDO-159,4,FFE+EMF,No
1898,ENDO-160,1,Control,No
1899,ENDO-160,1,Control,No
1900,ENDO-160,1,Control,No
1901,ENDO-160,1,Control,No
1902,ENDO-158,1,Control,No
1903,ENDO-158,1,Control,No
1904,ENDO-158,1,Control,No
1905,ENDO-158,1,Control,No
1906,ENDO-158,1,Control,No
1907,ENDO-158,1,Control,No
1908,ENDO-158,1,Control,No
1909,ENDO-155,1,Control,No
1910,ENDO-155,1,Control,No
1911,ENDO-155,1,Control,No
1912,ENDO-155,1,Control,No
1913,ENDO-155,1,Control,No
1914,ENDO-155,1,Control,No
1915,ENDO-155,1,Control,No
1916,ENDO-156,1,Control,No
1917,ENDO-156,1,Control,No
1918,ENDO-156,1,Control,No
1919,ENDO-156,1,Control,No
1920,ENDO-156,1,Control,No
1921,ENDO-157,1,Control,No
1922,ENDO-157,1,Control,No
1923,ENDO-157,1,Control,No
1924,ENDO-157,1,Control,No
1925,ENDO-159,1,Control,No
1926,ENDO-159,1,Control,No
1927,ENDO-159,1,Control,No
1928,ENDO-159,1,Control,No
1929,ENDO-159,1,Control,No
1930,ENDO-155,2,Control,No
1931,ENDO-155,2,Control,No
1932,ENDO-155,2,Control,No
1933,ENDO-155,2,Control,No
1934,ENDO-155,2,Control,No
1935,ENDO-155,2,Control,No
1936,ENDO-159,2,Control,No
1937,ENDO-159,2,Control,No
1938,ENDO-159,2,Control,No
1939,ENDO-159,2,Control,No
1940,ENDO-160,2,Control,No
1941,ENDO-160,2,Control,No
1942,ENDO-160,2,Control,No
1943,ENDO-160,2,Control,No
1944,ENDO-160,2,Control,No
1945,ENDO-156,2,Control,No
1946,ENDO-156,2,Control,No
1947,ENDO-156,2,Control,No
1948,ENDO-156,2,Control,No
1949,ENDO-156,2,Control,No
1950,ENDO-156,2,Control,No
1951,ENDO-158,2,Control,No
1952,ENDO-158,2,Control,No
1953,ENDO-158,2,Control,No
1954,ENDO-158,2,Control,No
1955,ENDO-158,2,Control,No
1956,ENDO-158,2,Control,No
1957,ENDO-158,2,Control,No
1958,ENDO-157,2,Control,No
1959,ENDO-157,2,Control,No
1960,ENDO-157,2,Control,No
1961,ENDO-157,2,Control,No
1962,ENDO-159,3,Control,No
1963,ENDO-159,3,Control,No
1964,ENDO-159,3,Control,No
1965,ENDO-159,3,Control,No
1966,ENDO-159,3,Control,No
1967,ENDO-157,3,Control,No
1968,ENDO-157,3,Control,No
1969,ENDO-157,3,Control,No
1970,ENDO-157,3,Control,No
1971,ENDO-157,3,Control,No
1972,ENDO-156,3,Control,No
1973,ENDO-156,3,Control,No
1974,ENDO-156,3,Control,No
1975,ENDO-156,3,Control,No
1976,ENDO-156,3,Control,No
1977,ENDO-158,3,Control,No
1978,ENDO-158,3,Control,No
1979,ENDO-158,3,Control,No
1980,ENDO-158,3,Control,No
1981,ENDO-158,3,Control,No
1982,ENDO-158,3,Control,No
1983,ENDO-160,3,Control,No
1984,ENDO-160,3,Control,No
1985,ENDO-160,3,Control,No
1986,ENDO-160,3,Control,No
1987,ENDO-155,3,Control,No
1988,ENDO-155,3,Control,No
1989,ENDO-155,3,Control,No
1990,ENDO-155,3,Control,No
1991,ENDO-155,3,Control,No
1992,ENDO-155,3,Control,No
1993,ENDO-155,3,Control,No
1994,ENDO-155,4,Control,No
1995,ENDO-155,4,Control,No
1996,ENDO-155,4,Control,No
1997,ENDO-155,4,Control,No
1998,ENDO-155,4,Control,No
1999,ENDO-155,4,Control,No
2000,ENDO-155,4,Control,No
2001,ENDO-157,4,Control,No
2002,ENDO-157,4,Control,No
2003,ENDO-157,4,Control,No
2004,ENDO-157,4,Control,No
2005,ENDO-160,4,Control,No
2006,ENDO-160,4,Control,No
2007,ENDO-160,4,Control,No
2008,ENDO-160,4,Control,No
2009,ENDO-160,4,Control,No
2010,ENDO-156,4,Control,No
2011,ENDO-156,4,Control,No
2012,ENDO-156,4,Control,No
2013,ENDO-156,4,Control,No
2014,ENDO-156,4,Control,No
2015,ENDO-156,4,Control,No
2016,ENDO-158,4,Control,No
2017,ENDO-158,4,Control,No
2018,ENDO-158,4,Control,No
2019,ENDO-158,4,Control,No
2020,ENDO-158,4,Control,No
2021,ENDO-158,4,Control,No
2022,ENDO-159,4,Control,No
2023,ENDO-159,4,Control,No
2024,ENDO-159,4,Control,No
2025,ENDO-159,4,Control,No