tree_ID,inoc_dens,ht6,dm6,sv6,alive6,vig6,ht5,dm5,sv5,vig5,bi5,nc5,pbr5,br5,ss5,dm4,sv4,ss4,dm3,sv3,vig3,bi3,nc3,pbr3,br3,ss3,ht1
1001,3400,25,4,6,Yes,1,20,4,3,1,2,2,0,0,2,4,3,2,0,0,1,0,0,0,0,0,9.5
1002,3400,43,4,7,Yes,6,29,4,5,1,3,5,0,0,5,4,5,6,0,0,1,0,0,0,0,0,15.3
1003,3400,33.5,4,7,Yes,2,30,4,5,1,3,6,0,0,6,4,3,4,0,0,1,0,0,0,0,0,13.4
1004,3400,NA,4,9,No,3,23.5,4,5,1,3,3,0,0,3,4,4,2,0,0,1,0,0,0,0,0,10.2
1005,3400,NA,4,9,No,3,32,4,6,1,10,10,0,0,10,4,6,10,4,3,1,5,5,0,0,5,15
1006,3400,NA,4,9,No,3,21,4,1,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,16.3
1007,3400,38.5,4,7,Yes,6,29,4,3,1,2,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,15.1
1008,3400,NA,4,9,No,3,24.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.8
1009,3400,62,0,0,Yes,1,33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
1010,3400,39.5,4,1,Yes,1,22.5,4,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16.5
1011,3400,33,4,3,Yes,1,23,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11.4
1012,3400,NA,4,9,No,3,21,4,2,1,4,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,13.3
1013,3400,45.5,4,3,Yes,1,23.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
1014,3400,56,4,7,Yes,6,33,4,3,1,5,7,0,0,7,0,0,0,0,0,1,0,0,0,0,0,15
1015,3400,NA,4,9,No,3,18,4,7,2,4,5,0,0,5,4,5,5,4,1,1,0,2,0,0,2,10.5
1016,3400,40.5,4,5,Yes,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.1
1017,3400,NA,4,9,No,3,13.5,4,6,2,3,4,0,0,4,4,1,3,4,1,1,0,3,0,0,3,7.2
1018,3400,NA,4,9,No,3,17.5,4,6,1,3,3,0,0,3,4,6,3,4,5,1,2,2,0,0,2,12.9
1019,3400,31,4,3,Yes,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
1020,3400,26,4,8,Yes,6,20.5,4,6,1,6,7,0,0,7,4,6,6,4,3,1,5,5,0,0,5,12.2
1021,3400,35.5,4,7,Yes,1,21,4,4,1,2,5,0,0,5,4,5,5,0,0,1,0,0,0,0,0,11.6
1022,3400,NA,4,9,No,3,26,4,4,1,4,3,1,0,4,4,5,4,0,0,1,0,0,0,0,0,10.9
1023,3400,48.5,0,0,Yes,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.5
1024,3400,38.5,0,0,Yes,1,19.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.2
1025,3400,44.5,4,3,Yes,1,31,4,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12.8
1026,3400,40.5,0,0,Yes,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.8
1027,3400,48,0,0,Yes,1,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.6
1028,3400,47,4,2,Yes,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1029,3400,41,4,8,Yes,6,30,4,6,1,7,7,0,0,7,4,5,7,4,3,1,2,2,0,0,2,15.1
1030,3400,NA,4,9,No,3,24.5,4,8,1,15,17,0,0,17,4,8,17,4,6,1,9,14,0,0,14,16
1031,3400,NA,4,9,No,3,30,4,7,1,10,13,0,0,13,4,7,13,4,5,1,9,11,0,0,11,20
1032,3400,NA,4,9,No,NA,NA,4,9,3,NA,NA,NA,NA,NA,4,8,9,4,3,2,6,8,0,0,8,13
1033,3720,NA,4,9,No,3,26,4,8,1,8,8,0,0,8,4,8,8,4,3,1,5,5,0,0,5,14
1034,3720,NA,4,9,No,3,22,4,6,2,5,7,0,0,7,4,6,6,4,3,1,3,4,0,0,4,11.9
1035,3720,NA,4,9,No,NA,NA,4,9,3,NA,NA,NA,NA,NA,4,6,3,4,3,1,2,2,0,0,2,7
1036,3720,NA,4,9,No,3,23,4,7,1,7,10,0,0,10,4,7,7,4,2,1,2,4,0,0,4,15.7
1037,3720,NA,4,9,No,3,23.5,4,7,1,6,7,0,0,7,4,7,6,4,6,1,2,4,0,0,4,12.5
1038,3720,NA,4,9,No,3,24,4,5,1,3,3,0,0,3,4,5,3,4,2,1,1,2,0,0,2,10.5
1039,3720,NA,4,9,No,3,27,4,7,1,7,8,0,0,8,4,6,7,4,3,1,5,5,0,0,5,14.5
1040,3720,55,4,3,Yes,1,32,0,0,1,0,0,0,0,0,4,1,1,4,1,1,0,1,0,0,1,20
1041,3720,NA,4,9,No,3,24.5,4,4,1,1,3,0,0,3,4,4,3,4,1,2,1,1,1,0,2,13.6
1042,3720,45,4,7,Yes,6,33,4,3,1,7,5,5,0,10,4,3,5,0,0,1,0,0,0,0,0,15.3
1043,3720,35,4,7,Yes,2,23.5,4,4,1,3,3,0,0,3,4,5,3,0,0,1,0,0,0,0,0,12
1044,3720,51,0,0,Yes,1,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.6
1045,3720,NA,4,9,No,3,29,4,3,1,2,2,0,0,2,4,5,2,0,0,1,0,0,0,0,0,16.2
1046,3720,NA,4,9,No,3,20,4,3,1,1,3,0,0,3,4,5,3,4,1,1,0,2,0,0,2,13.6
1047,3720,36.5,4,4,Yes,1,21,4,2,1,2,0,2,0,2,4,1,2,0,0,1,0,0,0,0,0,12.2
1048,3720,44,4,2,Yes,1,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.6
1049,3720,NA,4,9,No,3,16.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4
1050,3720,NA,4,9,No,3,28.5,4,4,1,2,3,0,0,3,4,5,3,4,1,1,0,1,0,0,1,16
1051,3720,NA,4,9,No,3,27,4,7,1,7,7,0,0,7,4,7,7,4,3,1,2,2,0,0,2,16.3
1052,3720,24,0,0,Yes,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.3
1053,3720,36.5,0,0,Yes,1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.2
1054,3720,NA,4,9,No,3,26,4,4,1,4,5,0,0,5,4,5,4,4,2,1,0,2,0,0,2,14.9
1055,3720,44,4,8,Yes,6,29,4,7,1,7,7,0,0,7,4,7,7,0,0,1,0,0,0,0,0,16.5
1056,3720,NA,4,9,No,3,20,4,6,1,2,5,0,0,5,4,6,3,4,1,1,1,0,0,0,0,10.5
1057,3720,NA,4,9,No,3,23,4,7,1,9,9,0,0,9,4,8,9,4,3,1,3,5,0,0,5,14.1
1058,3720,36,4,8,Yes,6,26.5,4,7,1,6,9,0,0,9,4,7,9,4,3,1,6,6,0,0,6,14.4
1059,3720,47,0,0,Yes,1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
1060,3720,51.5,0,0,Yes,1,21.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9
1061,3720,50,0,0,Yes,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.2
1062,3720,33,4,1,Yes,1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
1063,3720,62,0,0,Yes,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.8
1064,3720,56.5,0,0,Yes,1,28.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18
1065,4220,47,0,0,Yes,1,29.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.7
1066,4220,NA,4,9,No,3,22.6,4,3,1,2,8,0,0,8,0,0,0,0,0,1,0,0,0,0,0,12
1067,4220,NA,4,9,No,3,21,4,5,1,2,3,0,0,3,4,1,1,0,0,1,0,0,0,0,0,13.5
1068,4220,NA,4,9,No,3,20.5,4,7,1,5,5,0,0,5,4,6,5,4,2,1,1,2,0,0,2,12.3
1069,4220,NA,4,9,No,3,21.5,4,6,1,5,6,0,0,6,4,6,6,4,2,1,1,1,0,0,1,13.4
1070,4220,42.5,4,4,Yes,1,20,4,3,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,12.7
1071,4220,41,4,5,Yes,1,28.5,4,3,1,5,0,5,0,5,4,1,1,0,0,1,0,0,0,0,0,19
1072,4220,NA,4,9,No,3,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.4
1074,4220,45,0,0,Yes,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.3
1075,4220,47.5,4,7,Yes,1,38.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14
1076,4220,34.5,0,0,Yes,1,17.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.2
1077,4220,NA,4,9,No,3,22.5,4,7,1,5,7,0,0,7,4,6,7,0,0,1,0,0,0,0,0,13
1078,4220,50.5,0,0,Yes,1,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
1079,4220,NA,4,9,No,3,17.6,4,7,1,5,5,0,0,5,4,6,5,4,1,1,1,1,0,0,1,11.6
1080,4220,24.5,4,3,Yes,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1081,4220,NA,4,9,No,3,24,4,7,1,5,5,0,0,5,4,7,5,4,1,1,0,1,0,0,1,11.4
1082,4220,45.5,4,3,Yes,1,24.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.1
1083,4220,47.5,4,2,Yes,1,27.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.8
1084,4220,NA,4,9,No,3,22.6,4,6,1,7,5,2,0,7,4,5,7,0,0,1,0,0,0,0,0,16.2
1085,4220,NA,4,9,No,3,26,4,6,1,3,5,1,0,6,4,5,5,0,0,1,0,0,0,0,0,14.9
1086,4220,64,4,2,Yes,1,36.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.6
1087,4220,72.5,0,0,Yes,1,40.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.8
1088,4220,NA,4,9,No,3,24,4,8,1,4,6,0,0,6,4,7,5,4,4,1,3,3,0,0,3,11.6
1089,4220,38,4,8,Yes,1,26.9,4,8,1,6,7,0,0,7,4,8,7,4,2,1,2,3,0,0,3,14
1090,4220,21,4,8,Yes,2,15.6,4,7,1,3,7,0,0,7,4,5,6,4,2,1,0,5,0,0,5,10.2
1091,4220,27.5,4,8,Yes,6,24.1,4,7,1,4,9,0,0,9,4,7,7,4,4,1,3,4,0,0,4,17.6
1092,4220,NA,4,9,No,3,35.5,4,7,1,10,10,0,0,10,4,7,10,4,2,1,5,5,0,0,5,15.6
1093,4220,NA,4,9,No,3,27,4,7,1,6,8,0,0,8,4,7,8,4,3,1,2,3,0,0,3,11.6
1094,4220,NA,4,9,No,3,27,4,8,1,8,12,0,0,12,4,8,12,4,4,1,5,5,0,0,5,19.6
1095,4220,NA,4,9,No,3,26,4,7,1,5,7,0,0,7,4,7,7,4,3,1,4,6,0,0,6,13.1
1096,4220,NA,4,9,No,3,24.6,4,8,1,8,10,0,0,10,4,8,10,4,4,1,6,6,0,0,6,14.6
1097,4280,62,4,7,Yes,1,35.5,4,4,1,5,5,0,0,5,4,2,5,0,0,1,0,0,0,0,0,14.2
1098,4280,NA,4,9,No,3,28,4,6,1,2,3,0,0,3,4,6,3,0,0,1,0,0,0,0,0,14.4
1099,4280,43.5,4,3,Yes,1,22.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
1100,4280,57,4,3,Yes,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.6
1101,4280,51.5,0,0,Yes,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.6
1102,4280,32.5,4,1,Yes,1,18.5,4,1,1,0,1,0,0,1,4,1,1,4,1,1,1,0,1,0,1,13
1103,4280,66.5,4,2,Yes,1,39.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
1104,4280,52.5,4,7,Yes,1,34.5,4,7,1,6,6,0,0,6,4,6,6,4,2,1,1,1,0,0,1,16
1105,4280,NA,4,9,No,3,24,4,6,1,4,4,0,0,4,4,6,4,4,2,1,1,1,0,0,1,13.2
1106,4280,43,4,7,Yes,1,24.5,4,7,1,9,9,0,0,9,4,7,9,0,0,1,0,0,0,0,0,12
1107,4280,47.5,4,7,Yes,1,33.3,4,8,1,5,6,0,0,6,4,7,6,4,2,1,4,5,0,0,5,13.3
1108,4280,50,4,6,Yes,2,30.7,4,4,1,4,4,1,0,5,4,3,4,4,2,1,1,1,1,0,2,17.2
1109,4280,66,4,6,Yes,2,43.5,4,5,1,3,1,2,0,3,4,2,1,0,0,1,0,0,0,0,0,20.9
1110,4280,43,4,7,Yes,6,28,4,7,1,4,4,0,0,4,4,6,4,0,0,1,0,0,0,0,0,13
1111,4280,39.5,4,8,Yes,1,29,4,6,1,4,4,0,0,4,4,5,4,0,0,1,0,0,0,0,0,13.8
1112,4280,40,4,7,Yes,1,26.7,4,7,1,4,7,0,0,7,4,6,7,4,1,1,0,4,0,0,4,14
1113,4280,47.5,4,4,Yes,1,23.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
1114,4280,52.5,4,4,Yes,1,37.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.8
1115,4280,50,4,8,Yes,1,39,4,8,1,7,7,0,0,7,4,7,7,4,3,1,1,1,0,0,1,14.5
1116,4280,NA,4,9,No,3,28.7,4,8,1,10,10,0,0,10,4,8,10,4,3,1,3,10,0,0,10,15.5
1117,4280,34,4,8,Yes,1,28.3,4,7,1,7,7,0,0,7,4,7,7,4,3,1,3,4,0,0,4,13.6
1118,4280,NA,4,9,No,3,34,4,8,1,7,7,0,0,7,4,7,7,4,3,1,4,6,0,0,6,14.8
1119,4280,NA,4,9,No,3,20.5,4,7,1,7,7,0,0,7,4,6,7,4,2,1,1,6,0,0,6,12
1120,4280,32.5,4,8,Yes,2,26.5,4,7,1,6,6,0,0,6,4,6,6,4,2,1,1,2,0,0,2,11
1121,4280,12.5,0,0,Yes,1,11.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.6
1122,4280,NA,4,9,No,3,15.5,4,8,6,6,6,0,0,6,4,7,6,4,4,1,2,6,0,0,6,8
1123,4280,40.5,0,0,Yes,1,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.9
1124,4280,37,0,0,Yes,1,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.3
1125,4280,66,0,0,Yes,1,28.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
1126,4280,38.5,0,0,Yes,1,26.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.5
1127,4280,40.5,0,0,Yes,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.4
1128,4280,54.5,4,6,Yes,1,30.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
1129,4280,51,0,0,Yes,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.3
1130,3400,NA,4,9,No,3,12,4,2,1,1,1,0,0,1,4,1,1,0,0,1,0,0,0,0,0,9.5
1131,3400,46,4,6,Yes,2,36,4,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17.5
1132,3400,39.5,4,6,Yes,1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
1133,3400,29.5,0,0,Yes,1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5
1134,3400,NA,4,9,No,3,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.2
1135,3400,NA,4,9,No,3,25.5,4,5,1,6,8,0,0,8,4,5,7,4,1,1,0,1,0,0,1,12.5
1136,3400,43,4,8,Yes,6,36.5,4,3,1,2,1,2,0,3,4,3,3,4,2,1,2,0,2,0,2,17.2
1137,3400,46.5,4,7,Yes,2,30.5,4,3,1,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,18.5
1138,3400,46.5,4,2,Yes,1,23.5,4,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,12.5
1139,3400,NA,4,9,No,3,24,4,4,1,2,3,0,0,3,4,4,3,0,0,1,0,0,0,0,0,10.7
1140,3400,NA,4,9,No,3,33,4,4,1,3,4,0,0,4,4,5,5,0,0,1,0,0,0,0,0,13.8
1141,3400,41,4,7,Yes,2,23.5,4,3,1,2,2,0,0,2,4,5,4,0,0,1,0,0,0,0,0,16.4
1142,3400,NA,4,9,No,3,22.5,4,4,1,3,4,0,0,4,4,4,4,0,0,1,0,0,0,0,0,12
1143,3400,NA,4,9,No,3,20,4,6,1,4,7,0,0,7,4,6,7,4,4,1,2,3,0,0,3,11.3
1144,3400,NA,4,9,No,3,NA,4,9,3,NA,NA,NA,NA,NA,4,9,NA,4,3,1,1,4,0,0,4,14
1145,3400,NA,4,9,No,3,23,4,6,1,7,8,0,0,8,4,6,8,4,4,1,6,6,0,0,6,12
1146,3400,NA,4,9,No,3,17,4,2,1,1,2,0,0,2,4,1,2,0,0,1,0,0,0,0,0,12
1147,3400,NA,4,9,No,3,19,4,5,1,4,5,0,0,5,4,6,5,4,4,1,1,2,0,0,2,8
1148,3400,NA,4,9,No,3,19.5,4,5,1,6,8,0,0,8,4,5,8,0,0,1,0,0,0,0,0,10.8
1149,3400,NA,4,9,No,3,10,4,6,6,3,7,0,0,7,4,5,7,4,1,1,0,5,1,0,6,6
1150,3400,NA,4,9,No,3,27,4,4,1,6,6,0,0,6,4,5,6,4,3,1,1,1,0,0,1,13
1151,3400,48,4,3,Yes,1,26,4,2,1,1,1,0,0,1,4,2,1,0,0,1,0,0,0,0,0,12
1152,3400,55,4,7,Yes,6,30,4,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13
1153,3400,NA,4,9,No,3,14.5,4,4,1,2,1,1,0,2,4,4,4,4,1,1,0,1,1,0,2,9
1154,3400,47.5,4,3,Yes,1,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1155,3400,NA,4,9,No,3,27,4,7,1,8,9,0,0,9,4,6,9,4,1,1,0,2,0,0,2,17
1156,3400,57.5,0,0,Yes,1,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1157,3400,NA,4,9,No,3,27.5,4,5,1,4,6,0,0,6,4,6,6,0,0,1,0,0,0,0,0,13.2
1158,3400,NA,4,9,No,3,26,4,8,2,6,14,0,0,14,4,8,12,4,5,1,4,6,0,0,6,16.8
1159,3400,NA,4,9,No,3,26,4,8,1,12,15,0,0,15,4,8,15,4,4,1,6,10,0,0,10,14.4
1161,3400,NA,4,9,No,3,28.5,4,7,1,5,9,0,0,9,4,6,9,4,4,1,2,4,0,0,4,9.6
1162,3720,53.5,0,0,Yes,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.2
1163,3720,NA,4,9,No,3,25,4,3,1,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,10.8
1164,3720,NA,4,9,No,3,27.5,4,3,1,2,2,1,0,3,4,3,1,0,0,1,0,0,0,0,0,14
1165,3720,NA,4,9,No,3,30,4,5,1,2,3,0,0,3,4,5,2,0,0,1,0,0,0,0,0,12.4
1166,3720,59.5,0,0,Yes,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
1167,3720,NA,4,9,No,3,32,4,4,1,3,8,0,0,8,4,5,5,0,0,1,0,0,0,0,0,18.5
1168,3720,65.5,4,7,Yes,1,31.5,4,2,1,1,3,0,0,3,4,1,2,0,0,1,0,0,0,0,0,13.6
1169,3720,NA,4,9,No,3,27,4,3,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12.8
1170,3720,NA,4,9,No,3,29.5,4,5,1,3,3,0,0,3,4,5,3,4,1,1,0,2,0,0,2,11
1171,3720,NA,4,9,No,3,25,4,7,1,3,3,0,0,3,4,6,3,4,3,1,1,1,0,0,1,10
