tree_ID,inoc_dens,ht6,dm6,sv6,alive6,vig6,ht5,dm5,sv5,vig5,bi5,nc5,pbr5,br5,ss5,dm4,sv4,ss4,dm3,sv3,vig3,bi3,nc3,pbr3,br3,ss3,ht1
1343,3400,59.5,4,6,Yes,1,39.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5
1344,3400,59.5,4,6,Yes,6,29.5,4,3,1,1,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,9.8
1345,3400,NA,9,9,NA,NA,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6
1346,3400,38,4,8,Yes,1,31,4,7,1,4,6,0,0,6,4,7,6,4,4,1,3,4,0,0,4,15.5
1347,3400,NA,4,9,No,3,18.7,4,8,1,4,5,0,0,5,4,7,5,4,5,1,3,3,0,0,3,10.9
1348,3400,34.5,4,8,Yes,1,27.6,4,8,1,5,6,0,0,6,4,7,6,4,4,1,6,6,0,0,6,16.5
1349,3400,NA,4,9,No,3,19.5,4,8,1,14,17,0,0,17,4,8,15,4,7,1,11,15,0,0,15,13
1350,3400,24.5,0,0,Yes,1,15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.4
1351,3400,NA,4,9,No,3,13.9,4,6,1,2,2,0,0,2,4,5,2,4,3,1,1,1,0,0,1,10.1
1352,3400,28.5,0,0,Yes,1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
1353,3400,41,4,8,Yes,1,26.7,4,7,1,5,6,0,0,6,4,7,6,4,3,1,2,2,0,0,2,13.6
1354,4280,NA,4,9,No,3,30.5,4,7,1,7,7,0,0,7,4,6,7,4,5,1,6,7,0,0,7,13.6
1355,4280,NA,4,9,No,3,22,4,7,1,7,7,0,0,7,4,6,7,4,2,1,1,1,0,0,1,13.6
1356,4280,58,4,8,Yes,1,31,4,7,1,6,6,0,0,6,4,7,6,4,2,1,2,2,0,0,2,14.6
1357,4280,38,4,8,Yes,2,27.3,4,6,1,2,2,0,0,2,4,5,1,0,0,1,0,0,0,0,0,10
1358,4280,44,4,8,Yes,1,30.5,4,7,1,3,5,0,0,5,4,7,5,4,4,1,3,3,0,0,3,14.5
1359,4280,NA,4,9,No,3,29.5,4,8,1,7,9,0,0,9,4,7,9,4,2,1,2,4,0,0,4,16.9
1360,4280,NA,4,9,No,3,29,4,5,1,2,2,2,0,4,0,0,0,0,0,1,0,0,0,0,0,13
1361,4280,NA,4,9,No,3,37.5,4,8,2,10,10,0,0,10,4,7,10,4,5,1,7,10,0,0,10,22.7
1362,4280,NA,4,9,No,3,31,4,8,2,9,9,0,0,9,4,8,9,4,6,1,8,8,0,0,8,23.6
1363,4280,9.5,0,0,Yes,2,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.8
1364,4280,42,0,0,Yes,1,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.3
1365,4280,45,0,0,Yes,1,19.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.2
1366,4280,69,0,0,Yes,1,30.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.9
1367,4280,59.5,0,0,Yes,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1368,4280,NA,4,9,No,3,19.5,4,6,1,2,2,0,0,2,4,5,2,0,0,1,0,0,0,0,0,12.4
1369,4280,NA,4,9,No,3,26,4,8,2,5,5,0,0,5,4,6,5,4,2,1,1,2,0,0,2,13
1370,4280,NA,4,9,No,3,14.5,4,8,2,2,2,0,0,2,4,6,2,4,2,1,1,1,0,0,1,9.9
1371,4280,37.5,0,0,Yes,1,16.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5
1372,4280,53,4,5,Yes,1,34,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13.5
1373,4280,53.5,0,0,Yes,1,35.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.6
1374,4280,NA,4,9,No,3,25,4,7,1,4,4,0,0,4,4,7,4,4,3,1,2,2,0,0,2,14.2
1375,4280,30.5,0,0,Yes,1,17.6,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,10.8
1376,4280,50.5,4,1,Yes,1,25.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5
1377,4280,51.5,4,7,Yes,1,27.4,4,4,1,3,3,1,0,4,0,0,0,0,0,1,0,0,0,0,0,14
1378,4280,71,0,0,Yes,1,34.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14
1379,4280,NA,4,9,No,3,17.5,4,7,1,4,7,0,0,7,4,7,7,4,5,1,3,5,0,0,5,11.9
1380,4280,51,4,6,Yes,1,39,4,4,1,3,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,19.1
1381,4280,57.5,4,4,Yes,1,30.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.2
1382,4280,NA,4,9,No,3,25.5,4,7,1,6,8,0,0,8,4,6,6,4,4,1,1,1,0,0,1,14.5
1383,4280,26.5,4,8,Yes,2,22.3,4,7,1,2,2,0,0,2,4,6,2,4,5,1,1,1,0,0,1,12
1384,4280,NA,4,9,No,3,26,4,6,1,3,3,0,0,3,4,5,2,4,3,1,2,2,0,0,2,14
1385,4280,47.5,4,6,Yes,2,27.5,4,5,1,2,1,1,0,2,4,3,1,0,0,1,0,0,0,0,0,11.7
1386,3240,26.5,0,0,Yes,1,17.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.8
1387,3240,NA,4,9,No,3,32.5,4,4,1,4,4,0,0,4,4,4,4,0,0,1,0,0,0,0,0,13.3
1388,3240,44,4,8,Yes,1,34.5,4,6,1,6,6,0,0,6,4,8,6,4,3,1,4,4,0,0,4,16
1389,3240,NA,4,9,No,3,19,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.5
1390,3240,67.5,4,7,Yes,2,41,4,4,1,3,3,1,0,4,4,3,3,4,3,1,1,1,0,0,1,21.4
1391,3240,48,0,0,Yes,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.1
1392,3240,NA,4,9,No,3,30.5,4,5,1,8,9,1,0,10,4,5,10,4,1,1,0,1,0,0,1,17.7
1393,3240,NA,4,9,No,3,25,4,4,1,2,3,0,0,3,4,5,2,4,2,1,2,2,0,0,2,16.5
1394,3240,72,0,0,Yes,1,33.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
1395,3240,55,0,0,Yes,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
1396,3240,44.5,4,2,Yes,1,32,4,1,1,0,0,0,2,2,4,1,2,0,0,1,0,0,0,0,0,19
1397,3240,NA,4,9,No,3,26,4,8,2,4,5,0,0,5,4,7,5,4,1,1,1,1,0,0,1,13.6
1398,3240,NA,4,9,No,3,30.5,4,5,1,5,6,0,0,6,4,6,6,0,0,1,0,0,0,0,0,15.5
1399,3240,NA,4,9,No,3,30,4,6,1,6,8,0,0,8,4,8,8,0,0,1,0,0,0,0,0,13.5
1400,3240,NA,4,9,No,3,25.5,4,5,1,2,3,0,0,3,4,4,2,0,0,1,0,0,0,0,0,13.5
1401,3240,40.5,4,8,Yes,6,34,4,5,1,7,9,0,0,9,4,5,9,4,2,1,1,2,0,0,2,24.5
1402,3240,NA,4,9,No,3,23,4,4,1,3,3,0,0,3,4,4,1,0,0,1,0,0,0,0,0,14.6
1403,3240,NA,4,9,No,3,21.5,4,7,1,5,5,0,0,5,4,5,3,0,0,1,0,0,0,0,0,14
1404,3240,NA,4,9,No,3,21,4,5,1,5,6,0,0,6,4,6,5,4,1,1,2,2,0,0,2,12.8
1405,3240,33.5,4,8,Yes,2,25,4,6,1,5,6,0,0,6,4,6,6,0,0,1,0,0,0,0,0,10.6
1406,3240,NA,4,9,No,3,21.5,4,5,1,4,4,0,0,4,4,5,4,4,1,1,0,1,0,0,1,12.5
1407,3240,55,4,5,Yes,1,33,4,2,1,1,0,1,0,1,4,1,1,0,0,1,0,0,0,0,0,14.5
1408,3240,NA,9,9,NA,NA,NA,9,9,3,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,7.4
1409,3240,NA,4,9,No,3,22,4,7,2,4,4,0,0,4,4,7,4,4,3,1,1,2,0,0,2,9.9
1410,3240,NA,4,9,No,3,22,4,3,1,3,4,0,0,4,4,1,1,0,0,1,0,0,0,0,0,13.5
1411,3240,27,4,8,Yes,6,20,4,7,1,4,4,0,0,4,4,5,4,4,1,1,1,1,0,0,1,12.6
1412,3240,36.5,0,0,Yes,1,17.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
1413,3240,42.5,0,0,Yes,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5
1414,3240,50.5,0,0,Yes,1,27.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
1415,3240,51,0,0,Yes,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5
1416,3240,50,0,0,Yes,1,26.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.7
1417,3240,38,0,0,Yes,1,21.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.9
1418,3860,NA,4,9,No,3,15,4,6,1,5,8,0,0,8,4,7,4,4,3,1,1,4,0,0,4,6
1419,3860,NA,4,9,No,3,17,4,7,1,5,6,0,0,6,4,7,5,4,4,1,2,5,0,0,5,13
1420,3860,NA,4,9,No,3,22.5,4,7,1,5,5,0,0,5,4,7,5,4,3,1,3,3,0,0,3,11.4
1421,3860,NA,4,9,No,3,29,4,8,1,8,8,0,0,8,4,7,8,4,3,1,3,4,0,0,4,16.9
1422,3860,NA,4,9,No,3,21,4,5,1,3,4,0,0,4,4,5,4,0,0,1,0,0,0,0,0,11.1
1423,3860,NA,4,9,No,3,22,4,5,1,2,2,0,0,2,4,5,1,0,0,1,0,0,0,0,0,10
1424,3860,44,4,2,Yes,1,21.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.9
1425,3860,48.5,4,3,Yes,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.2
1426,3860,58.5,0,0,Yes,1,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.4
1427,3860,51.5,0,0,Yes,1,34.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.1
1428,3860,52,4,8,Yes,6,33,4,5,1,5,2,4,0,6,4,5,4,0,0,1,0,0,0,0,0,17.5
1429,3860,NA,4,9,No,3,27.5,4,5,1,3,4,0,0,4,4,6,4,0,0,1,0,0,0,0,0,14
1430,3860,NA,4,9,No,3,22,4,8,6,5,7,0,0,7,4,6,7,4,3,1,2,4,0,0,4,11.8
1431,3860,NA,4,9,No,3,NA,4,9,3,NA,NA,NA,NA,NA,4,9,NA,4,5,1,1,3,0,0,3,11.4
1432,3860,NA,4,9,No,3,30,4,7,1,6,6,0,0,6,4,6,6,0,0,1,0,0,0,0,0,14
1433,3860,30.5,4,7,Yes,2,25,4,6,1,3,3,0,0,3,4,6,3,4,3,1,1,2,0,0,2,9.5
1434,3860,19,0,0,Yes,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.9
1435,3860,NA,4,9,No,3,24,4,8,2,11,13,0,0,13,4,8,13,4,4,1,8,10,0,0,10,14.9
1436,3860,NA,4,9,No,3,32,4,7,1,11,11,0,0,11,4,7,11,4,4,1,7,11,0,0,11,15.4
1437,3860,NA,4,9,No,3,22,4,8,1,8,10,0,0,10,4,8,8,4,4,1,4,6,0,0,6,11.5
1438,3860,NA,4,9,No,3,36,4,8,1,12,15,0,0,15,4,8,15,4,4,1,7,13,0,0,13,19.2
1439,3860,63.5,0,0,Yes,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
1440,3860,40.5,0,0,Yes,1,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
1441,3860,58.5,0,0,Yes,1,42.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.5
1442,3860,41.5,0,0,Yes,1,28.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
1443,3860,41.5,0,0,Yes,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
1444,3860,38,4,8,Yes,1,32,4,8,1,10,12,0,0,12,4,8,11,4,5,1,10,11,0,0,11,17.2
1445,3860,51.5,4,3,Yes,1,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.4
1446,3860,40,4,8,Yes,6,28,4,7,1,7,7,0,0,7,4,7,7,4,2,1,0,3,0,0,3,13.8
1447,3860,NA,4,9,No,3,19,4,8,1,5,6,0,0,6,4,7,5,4,3,1,3,3,0,0,3,12
1448,3860,41.5,4,5,Yes,1,23,4,1,1,0,0,1,0,1,4,1,1,4,1,1,0,1,0,0,1,11
1449,3860,40.5,4,2,Yes,1,26.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.2
1450,3400,33,4,8,Yes,1,30,4,8,1,9,10,0,0,10,4,8,10,4,5,1,7,10,0,0,10,17.1
1451,3400,33.5,4,8,Yes,1,26.7,4,7,1,5,5,0,0,5,4,6,5,4,3,1,3,4,0,0,4,13
1452,3400,NA,4,9,No,3,NA,4,9,3,NA,NA,NA,NA,NA,4,8,9,4,6,1,8,9,0,0,9,11
1453,3400,36.5,4,7,Yes,1,27.5,4,7,1,4,6,0,0,6,4,6,6,4,1,1,1,2,0,0,2,12
1454,3400,37.5,0,0,Yes,1,22.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1456,3400,39.5,0,0,Yes,1,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
1457,3400,40.5,0,0,Yes,1,19.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1458,3400,NA,4,9,No,3,18.2,4,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16
1459,3400,37,4,8,Yes,1,30.2,4,7,1,9,10,0,0,10,4,6,10,0,0,1,0,0,0,0,0,15.2
1460,3400,45.5,4,8,Yes,6,30.8,4,7,1,7,8,0,0,8,4,7,8,0,0,1,0,0,0,0,0,13.9
1461,3400,51.5,4,8,Yes,1,39.3,4,7,1,7,10,0,0,10,4,7,10,0,0,1,0,0,0,0,0,18.6
1462,3400,NA,4,9,No,3,24.1,4,7,1,6,6,0,0,6,4,5,6,4,1,1,1,1,1,0,2,12.5
1463,3400,NA,4,9,No,3,31.5,4,7,1,3,3,0,0,3,4,6,3,0,0,1,0,0,0,0,0,12.7
1464,3400,59.5,4,1,Yes,1,31,4,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,14
1465,3400,54.5,0,0,Yes,1,24.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.6
1466,3400,NA,4,9,No,3,26,4,3,1,4,3,2,0,5,4,1,1,4,1,1,0,1,0,0,1,12.5
1467,3400,59,0,0,Yes,1,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.3
1468,3400,54,0,0,Yes,1,26.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.9
1469,3400,NA,4,9,No,3,33.3,4,7,1,5,5,0,0,5,4,7,5,4,1,1,2,2,0,0,2,13
1470,3400,NA,4,9,No,3,24,4,8,1,7,7,0,0,7,4,8,7,4,5,1,6,7,0,0,7,13.6
1471,3400,40.5,4,8,Yes,1,28.1,4,8,1,8,9,0,0,9,4,7,9,4,3,1,3,3,0,0,3,15
1472,3400,NA,4,9,No,3,27,4,8,2,10,12,0,0,12,4,8,12,4,6,1,8,12,0,0,12,12.7
1473,3400,NA,4,9,No,3,21.1,4,8,1,4,8,0,0,8,4,6,8,4,5,1,2,3,0,0,3,13.4
1474,3400,NA,4,9,No,3,23.9,4,7,1,8,9,0,0,9,4,7,9,4,5,1,5,6,0,0,6,13
1475,3400,46,4,6,Yes,1,37.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
1476,3400,NA,4,9,No,3,17.5,4,6,1,2,0,3,0,3,4,4,2,4,1,1,1,0,2,0,2,8.7
1477,3400,41,4,7,Yes,1,26,4,7,1,8,8,0,0,8,4,7,8,4,4,1,8,8,1,0,9,11.5
1478,3400,40,4,7,Yes,1,28,4,5,1,2,2,1,0,3,4,5,2,4,3,1,1,2,0,0,2,15
1479,3400,61.5,4,3,Yes,1,36.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.8
1480,3400,53.5,4,5,Yes,1,35,4,5,1,1,0,1,0,1,4,3,1,4,2,1,1,0,0,1,1,17
1481,3400,35.5,4,8,Yes,1,25.6,4,8,1,6,7,0,0,7,4,7,7,4,4,1,4,5,0,0,5,12.2
1482,4100,44.5,4,7,Yes,2,26.5,4,7,1,3,5,0,0,5,4,6,3,4,2,1,3,3,0,0,3,11.3
1483,4100,66.5,4,6,Yes,1,38.5,4,4,1,3,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,14.5
1484,4100,NA,4,9,No,3,22.5,4,7,1,4,3,1,0,4,4,5,4,4,1,1,0,2,0,0,2,14
1485,4100,57,4,1,Yes,1,33.8,4,1,1,2,0,3,0,3,4,1,2,4,2,1,5,0,0,5,5,12.5
1486,4100,36,4,1,Yes,1,21.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.5
1487,4100,49.5,4,7,Yes,1,33.5,4,5,1,2,2,0,0,2,4,2,1,0,0,1,0,0,0,0,0,13
1488,4100,31.5,4,5,Yes,1,28.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1489,4100,NA,4,9,No,3,40,4,8,1,10,10,0,0,10,4,8,10,4,6,1,7,10,0,0,10,22.5
1490,4100,NA,4,9,No,3,33,4,8,1,3,3,0,0,3,4,7,6,4,5,1,4,4,0,0,4,18.5
1491,4100,NA,4,9,No,3,26,4,8,1,8,9,0,0,9,4,8,9,4,6,1,6,7,0,0,7,16.2
1492,4100,NA,4,9,No,3,20,4,7,1,5,6,0,0,6,4,6,6,4,2,1,4,4,0,0,4,13
1493,4100,NA,4,9,No,3,24,4,7,1,2,2,0,0,2,4,6,1,0,0,1,0,0,0,0,0,11
1494,4100,46.5,4,5,Yes,1,27.5,4,4,1,4,4,0,0,4,4,2,2,0,0,1,0,0,0,0,0,12.5
1495,4100,53.5,4,3,Yes,1,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.5
1496,4100,NA,4,9,No,3,21,4,6,1,2,2,0,0,2,4,5,2,0,0,1,0,0,0,0,0,11.5
1497,4100,44,0,0,Yes,1,27.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.2
1498,4100,43.5,4,6,Yes,1,22.7,4,2,1,5,5,0,0,5,4,1,1,0,0,1,0,0,0,0,0,12.2
1499,4100,NA,4,9,No,3,20.3,4,7,1,4,5,1,0,6,4,7,3,4,3,1,2,2,0,0,2,17.5
1500,4100,NA,4,9,No,3,14.9,4,7,1,2,2,0,0,2,4,7,2,4,4,1,1,1,0,0,1,8.5
1501,4100,35.5,4,8,Yes,1,27.5,4,8,1,6,7,0,0,7,4,8,7,4,5,1,5,7,0,0,7,12.5
1502,4100,50,4,7,Yes,2,28,4,7,1,3,3,0,0,3,4,6,3,4,2,1,2,2,0,0,2,12.5
1503,4100,38.5,4,8,Yes,2,23.5,4,7,1,6,6,0,0,6,4,6,6,4,2,1,3,3,0,0,3,17
1504,4100,NA,4,9,No,3,23.5,4,8,2,7,7,0,0,7,4,8,7,4,5,1,3,7,0,0,7,13.5
1505,4100,24.5,0,0,Yes,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1506,4100,47,4,7,Yes,1,30.7,4,7,1,4,5,0,0,5,4,6,5,0,0,1,0,0,0,0,0,14.1
1507,4100,NA,4,9,No,3,14.5,4,8,2,7,7,0,0,7,4,4,7,4,2,1,3,10,0,0,10,10.5
1508,4100,25.5,0,0,Yes,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.5
1509,4100,51.5,0,0,Yes,1,33.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.4
1510,4100,35,0,0,Yes,1,24.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
1511,4100,55,0,0,Yes,1,36.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.9
1512,4100,13.5,0,0,Yes,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5
1513,4100,43,0,0,Yes,1,17.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.5
